CAMPUS,APPOINTMENT_TITLE,APPOINTING_DEPT,APPT_ANNUAL_FTR,APPT_FTR_BASIS,APPT_FRACTION,AMT_OF_SALARY_PAID_FROM_GENL_FUND
Ann Arbor,AUDIOLOGY MANAGER,MM CW Pediatric Audiology,118450,12-Month,1,0
Ann Arbor,CLINICAL PROFESSOR,MARSAL EDUC - Educator Prep,171438.94,12-Month,1,128579.21
Ann Arbor,ADMINISTRATIVE DIR HEALTHCARE,MM Amb Care Admin,177382.48,12-Month,1,0
Ann Arbor,ACCOUNTANT SENIOR,MM Lab Animal Medicine Unit,64375,12-Month,1,0
Ann Arbor,PSYCH CARE & NURSE AIDE WORKER,MM UH CVC CSR Adult,50440,12-Month,1,0
Ann Arbor,OR INSTRUMENT PROCESSOR I,MM CW Oper Room-Mott-Instr,47257.6,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Cardiac Surgery,165000,12-Month,1,0
Ann Arbor,ASST COACH,Athletics,93262,12-Month,1,0
Ann Arbor,BUILDING/FACILITIES INTER SUPR,North Campus Region,101413.53,12-Month,1,101413.53
Ann Arbor,CUSTODIAN I,Building Services,38750.4,12-Month,1,38750.4
Ann Arbor,LEO LECTURER III,EECS - CSE Division,138000,9-Month,1,138000
Ann Arbor,ADMINISTRATIVE DIR HEALTHCARE,MM CW Mott Administration,192018.26,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-General Medicine,225000,12-Month,1,0
Ann Arbor,HOME CARE SERVICES TECHNICIAN,MM HomeMed Pharmacy Infusion,45200,12-Month,1,0
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,41371.2,12-Month,1,0
Ann Arbor,ENGINEER IN RESEARCH LEAD,UMTRI-Engineering Systems,131296,12-Month,1,0
Ann Arbor,PROCUREMENT AGENT ASSOCIATE,Procurement Services,52000.08,12-Month,1,52000
Ann Arbor,TRAINING SPECIALIST INTER,MM Amb Care Training,61285,12-Month,1,0
Ann Arbor,ASST PROFESSOR,"School of Music,Theatre&Dance",97000,9-Month,1,97000
Ann Arbor,COMPENSATION ANALYST LEAD,HR Comp & Classification,116480,12-Month,1,116480
Ann Arbor,LEO LECTURER IV,LSA UG: English Language Inst,76245.74,9-Month,1,76245.74
Ann Arbor,HOUSING OFCR/RESIDENCE LIFE SR,University Housing,68450,12-Month,1,0
Ann Arbor,BUSINESS ADMINISTRATOR LEAD,Chemical Engineering Dept,150049,12-Month,1,150049
Ann Arbor,CALL CENTER REP INTER,MM Contact Center-Medical Spec,42167.52,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,LSA Astronomy,60200,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH TECHNICIAN,MM Obstetrics & Gynecology Dpt,52958.52,12-Month,1,0
Ann Arbor,RESEARCH AREA SPECIALIST INTER,MM Pediatrics-Nephrology,63000,12-Month,1,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM Occupational Hlth Services,51500,12-Month,1,0
Ann Arbor,MEDICAL CODER OUTPATIENT,MM Rev Cycle (PTO),54157.46,12-Month,1,0
Ann Arbor,SOCIAL WORKER MSW,MM Soc Wrk - Adm & Guest Suprt,72535.49,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH COORD SENIOR,MM Family Medicine,79639.23,12-Month,0.5,0
Ann Arbor,ADMIN SPECIALIST SENIOR HEALTH,MM Molec & Integratv Physiolog,91957.49,12-Month,1,91957.49
Ann Arbor,RESEARCH FELLOW,MM Int Med-Hematology/Oncology,66000,12-Month,1,0
Ann Arbor,ADMIN ASST INTER HEALTHCARE,MM RAHS Pathways to Success,40999.92,12-Month,1,0
Ann Arbor,PLUMBER,North Campus Region,96324.8,12-Month,1,0
Ann Arbor,ADJUNCT CLIN ASST PROFESSOR,DENT Prosthodontics,70139.84,12-Month,0.2,14027.97
Ann Arbor,ADJUNCT CLIN ASST PROFESSOR,"DENTCariology,Restor Sci &Endo",70139.84,12-Month,0.1,7013.98
Ann Arbor,HOUSE OFFICER I,MM H.O. Dentistry UM,70000,12-Month,1,0
Ann Arbor,ULTRASOUND TECHNOLOGIST,MM Cancer Center RAD,85965.14,12-Month,0.8,0
Ann Arbor,PROFESSOR,MM Int Med-Cardiology,225000,12-Month,0.8,0
Ann Arbor,ADMIN SPECIALIST INTER HEALTH,MM Clinical Lab Admin,61037.9,12-Month,1,0
Ann Arbor,HISTOTECHNOLOGIST,MM Surg/Necropsy Path,70816.84,12-Month,1,0
Ann Arbor,WELLNESS PROGRAM MANAGER,MH-Campus Proj Healthy Schools,88528,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 6B1,79726.4,12-Month,0.9,0
Ann Arbor,RESEARCH INVESTIGATOR,MM Biological Chemistry Dept,79646.7,12-Month,1,0
Ann Arbor,SPONSORED RES/PGRM ADMIN SR,UMOR Off Rsrch&Spnsr Prjs-ORSP,81600,12-Month,1,81600
Ann Arbor,RADIOLOGIC TECHNOLOGIST,MM WAA Radiology,70476.12,12-Month,1,0
Ann Arbor,CLINICAL ASSOC PROF,MM Otolaryngology - HNS,220000,12-Month,0.75,0
Ann Arbor,ULTRASOUND TECHNOLOGIST,MM OB/GYN Repro Endo Tech,77656.91,12-Month,0.8,0
Ann Arbor,PERFORMANCE CONSULTANT,"SL AVP -Fin, HR, Tech",131615.58,12-Month,1,131615.58
Ann Arbor,FOOD SERVICE SENIOR SUPERVISOR,MI Dining - Administration,55793.92,12-Month,1,0
Ann Arbor,NP MEDICAL SPECIALTY,MM Gold Cancer Center,165084,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,MM Department of Radiology,95233.65,12-Month,0.6,0
Ann Arbor,PROFESSOR,MM Department of Radiology,200000,12-Month,0.5,0
Ann Arbor,CENTER DIRECTOR,Opioid Research Institute,211437,12-Month,0.25,40270.82
Ann Arbor,PROFESSOR,MM Anesthesiology Department,211437,12-Month,0.31,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UMMG Primary Care Overhead,125902.4,12-Month,0.5,0
Ann Arbor,CONT IMPROVEMENT SPEC SENIOR,MM Quality - Cont Improvement,100100.55,12-Month,1,0
Ann Arbor,PROFESSOR,LSA DAAS,143000,9-Month,1,143000
Ann Arbor,HR BUSINESS PARTNER HEALTHCARE,MM Human Resources,108150,12-Month,1,0
Ann Arbor,BUDGET ANALYST SENIOR,LSA Dean: Finance,93550,12-Month,1,93550
Ann Arbor,INFO RESOURCES INTER SUPR,Library Operations - CAS & DL,55406.13,12-Month,1,55406.13
Ann Arbor,APP PROGRAMMER/ANALYST LD,MM DLHS Division of LKS,127623.32,12-Month,0.25,0
Ann Arbor,CAREER DEVELOPMENT DIRECTOR,CoE Eng Career Resource Center,134971,12-Month,1,134971
Ann Arbor,CUST SVC ASSISTANT INTER,Shared Services Center - FIN,44577.87,12-Month,1,44577.75
Ann Arbor,HOUSE OFFICER VI,MM H.O. Radiology Neurorad Fel,85166,12-Month,1,0
Ann Arbor,ADJUNCT CLIN ASST PROFESSOR,"DENTCariology,Restor Sci &Endo",66043.64,12-Month,0.2,13208.73
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM CW Adult BMT & Leuke. Clin,48920.37,12-Month,1,0
Ann Arbor,PROFESSOR,LSA Chemistry,189058,9-Month,1,189058
Ann Arbor,DATA SECURITY ANALYST LEAD,MM HITS IA Cybersecurity Ops,127009.3,12-Month,1,0
Ann Arbor,MAINTENANCE MECHANIC III,Health Science Region,61110.4,12-Month,1,61110.4
Ann Arbor,INPATIENT UNIT CLERK,MM UH CVC Clerical Svcs,37142.07,12-Month,0.8,0
Ann Arbor,IC PLANNER ASSOCIATE,MM BCSC Core,41971.76,12-Month,1,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Ophthal. & Visual Science,77233.26,12-Month,0.8,0
Ann Arbor,OR INSTRUMENT PROC II,MM Oper Rooms - UH - Inst,50440,12-Month,1,0
Ann Arbor,PROFESSOR,LSA Psychology,157483,9-Month,1,157483
Ann Arbor,CLIN CARE COORD EXPERT-NE,MM Cardiac Surgery VAD Prgm,131331.2,12-Month,0.8,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC CVC5,80849.6,12-Month,0.9,0
Ann Arbor,LEO LECTURER II,LSA Mathematics,83329.55,8-Month,1,79857.49
Ann Arbor,RESEARCH FELLOW,Chemical Engineering Dept,56484,12-Month,1,0
Ann Arbor,BUSINESS PROC CONSULTANT LEAD,CoE Resource Planning & Mgmt,175000,12-Month,1,175000
Ann Arbor,CUSTODIAN I,Building Services,38750.4,12-Month,1,38750.4
Ann Arbor,EXECUTIVE SECRETARY,Chemical Engineering Dept,70015,12-Month,1,70015
Ann Arbor,COOK I,MI Dining - Administration,41371.2,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM - TC - Transplant Clinic,43797.08,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM Orthotics&Prosthetics Ctr,40051.18,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH COORD ASSOC,MM PM&R,58837.8,12-Month,1,10296.62
Ann Arbor,PROGRAM EVALUATION SPECIALIST,MM Orthopaedic Surgery,66950,12-Month,1,0
Ann Arbor,ADMIN SPECIALIST ASSOC HEALTH,MM Clinical Lab Admin,52000,12-Month,1,0
Ann Arbor,ADMIN ASST INTER HEALTHCARE,MM Obstetrics & Gynecology Dpt,43259.88,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM CW Ped Cardiology - Tech,43595.16,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH ASSISTANT,MM Neurology Department,46350.02,12-Month,1,1854
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW Anesthesia Obs,102107.2,12-Month,0.9,0
Ann Arbor,HOUSE OFFICER IV,MM H.O. Med/Ped,78740,12-Month,1,0
Ann Arbor,EXECUTIVE ASSISTANT SR HLTH,MM Pharmacy Administration,82950,12-Month,1,0
Ann Arbor,ADMIN SPECIALIST INTER HEALTH,MM CC-MOQC-BCBSM Project,65657.35,12-Month,1,0
Ann Arbor,OCCUPATIONAL THER CLIN SPEC,MM IPR,112085.29,12-Month,1,0
Ann Arbor,PA SURGICAL SPECIALTY,MM UM Chelsea JV,145794,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Psychiatry Department,106090,12-Month,1,11065.19
Ann Arbor,ULTRASOUND TECHNOLOGIST,MM Livonia Radiology,88901.83,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 5A,95305.6,12-Month,0.9,0
Ann Arbor,ADMINISTRATIVE ASSISTANT INTER,Environmental Health Sciences,47631,12-Month,1,47631
Ann Arbor,RESEARCH TECHNICIAN SENIOR,MM Neurology Department,34999.9,12-Month,1,0
Ann Arbor,INVENTORY CONTROL MANAGER,ITS SS MiWorkspace,89023,12-Month,1,0
Ann Arbor,MULTIMEDIA DESIGNER,Graham Sustainability Inst.,61312,12-Month,1,0
Ann Arbor,ACAD &/OR RES PRGM OFCR INTER,LSA UG: CGIS,102988,12-Month,1,102987.46
Ann Arbor,MEDICAL ASSISTANT,MM Northville Adult Clinic,45741.85,12-Month,1,0
Ann Arbor,ASST PROFESSOR,LSA Women's and Gender Studies,90162,9-Month,1,90162
Ann Arbor,ADMIN COORD/PROJECT COORD,MM Faculty Development,50063.9,12-Month,1,0
Ann Arbor,LEO LECTURER IV,LSA Linguistics: Weinberg ICS,75162.56,9-Month,1,75162.56
Ann Arbor,DATABASE ANALYST/PRGM INTER,MARSAL EDUC - Info Tech,87914.32,12-Month,1,87914.32
Ann Arbor,PHYSICAL THERAPIST,MM MedSport Dominos Tech,104012.01,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM West Shore Urology,102107.2,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH TECHNICIAN,MM Psychiatry Sleep,51923.04,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM CW Fetal Diagnostic Center,46694.14,12-Month,1,0
Ann Arbor,PROFESSOR,Cardiac Surgery,220000,12-Month,0.8,0
Ann Arbor,HVAC CENTRAL ENERGY PLANT LEAD,Labor Services - Utilities,97281.6,12-Month,1,97281.6
Ann Arbor,HVAC-R MECHANIC,Health Science Region,97364.8,12-Month,1,97364.8
Ann Arbor,ALLIED HEALTH TECHNICAL SPEC,MM DLHS Clin. Simulation Ctr,63077.34,12-Month,1,0
Ann Arbor,CLIN NURSE SPEC,MM CW CNO Admin,145372.3,12-Month,1,0
Ann Arbor,BUSINESS ADMINISTRATOR INTER,Space Physics Research Lab,114785,12-Month,1,114785
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 7C,88982.4,12-Month,0.6,0
Ann Arbor,PROJECT SENIOR MANAGER,MM Office of Clin Informatics,109375.71,12-Month,1,0
Ann Arbor,NURSING SUPERVISOR,MM UH CVC 6B1,112760.28,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW CSR Peds,85966.4,12-Month,0.9,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 8W,116563.2,12-Month,1,0
Ann Arbor,IS HELP DESK ASSOCIATE SUPR,SRO Technical Services,75239.98,12-Month,1,0
Ann Arbor,TECHNICAL WRITER INTERMEDIATE,CoE-IT/CAEN,65723,12-Month,1,65723
Ann Arbor,NURSING SUPERVISOR,MM UH CVC 4C,116403.39,12-Month,1,0
Ann Arbor,CLINICAL TECHNOLOGIST SENIOR,MM Special Chemistry Immunolog,98910.03,12-Month,1,0
Ann Arbor,POLICE OFFICER,DPSS U of M Police Dept,77771.2,12-Month,1,0
Ann Arbor,MULTIMEDIA DESIGNER,Aerospace Engineering,80400,12-Month,1,80400
Ann Arbor,REGISTERED NURSE - LEVEL D,MM Int Med Clinic Nursing,130145.6,12-Month,1,0
Ann Arbor,FINANCIAL AID ADMIN SENIOR,"School of Music,Theatre&Dance",58000,12-Month,1,58000
Ann Arbor,MAINTENANCE MANAGER,MM Facilities Administration,100499.33,12-Month,1,0
Ann Arbor,DESKTOP SUPPORT SPEC ASSOC,MM HITS ETS DeviceOps-MCD,44000.06,12-Month,1,0
Ann Arbor,SYSTEMS PROGRAMMER/ANALYST LD,MM HITS IA Cybersecurity Ops,130316.78,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Emergency Medicine Hurley,225000,12-Month,1,0
Ann Arbor,BUILDING/FACILITIES SR SUPR,Student Life Facilities Centra,74543.18,12-Month,1,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Int Med-Hospital Medicine,225000,12-Month,1,0
Ann Arbor,BUSINESS PROC CONSULTANT SR,MM HITS AcadIT SW Deliv Admin,113300,12-Month,1,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM Saline Health Center,44821.42,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10W,105684.8,12-Month,0.9,0
Ann Arbor,INPATIENT UNIT CLERK,MM UH CVC Clerical Svcs,35542.54,12-Month,0.6,0
Ann Arbor,CUSTODIAN I,Building Services,38750.4,12-Month,1,38750.4
Ann Arbor,BUSINESS SYSTEMS ANALYST ASSOC,MM Oper Rooms - Univ Hospital,49439.9,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Acute Hemodialysis,123448,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL A,MM Oper Rooms - Univ Hospital,75608,12-Month,1,0
Ann Arbor,CLIN CARE COORD COMPETENT-NE,MM Acute Hemodialysis,127691.2,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Psychiatry Department,207920.49,12-Month,0.95,10895.45
Ann Arbor,CLINICAL RESEARCH TECHNICIAN,MM Orthopaedic Surgery,51156.04,12-Month,1,0
Ann Arbor,ACAD &/OR RES PRGM OFCR INTER,MARSAL EDUC - School of Educ,95000,12-Month,1,95000
Ann Arbor,PROGRAM MANAGER,MM GSA - Administrtn (GSA/ADM),80000,12-Month,1,0
Ann Arbor,MULTIMEDIA DESIGNER,Social Media,68640,12-Month,1,68640
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH8A3,49630,12-Month,1,0
Ann Arbor,DESKTOP SUPPORT SPEC INTER,ITS SS MiWorkspace,63752,12-Month,1,63752
Ann Arbor,MAMMOGRAPHY TECHNOLOGIST,MM Briarwood RAD,80706.89,12-Month,0.8,0
Ann Arbor,SURVEY SPECIALIST ASSOCIATE,SRO Project Design & Mgt.,45999.98,12-Month,1,0
Ann Arbor,STUDENT AFFAIRS PROGRAM MGR,Central Administration,61880,12-Month,1,0
Ann Arbor,PROFESSOR,MM Psychiatry Department,195486.42,12-Month,1,23458.37
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10W,85966.4,12-Month,0.9,0
Ann Arbor,PA INTERVENTIONAL RADIOLOGY,MM Radiology IR UH,166210,12-Month,1,0
Ann Arbor,PATIENT FINANCIAL COUNSELOR,MM Rev Cycle (PTO),51965.52,12-Month,1,0
Ann Arbor,STUDENT AFFAIRS PROGRAM MGR,LSA Dean: Dean's Office,73000,12-Month,1,0
Ann Arbor,CLINICAL PHARMACIST,MM CW - Pharmacy,140217.79,12-Month,1,0
Ann Arbor,ADMINISTRATIVE ASSISTANT SR,CoE-IT/CAEN,68956,12-Month,1,68956
Ann Arbor,TECHNOLOGY LICENSING OFCR SR,UMOR Corp Research Alliances,103000,12-Month,1,103000
Ann Arbor,PA GENERAL MEDICINE,MM Occupational Hlth Services,158981,12-Month,1,0
Ann Arbor,MEDICAL ASSISTANT INTERMEDIATE,MM Taubman Medical Specialties,55733.73,12-Month,1,0
Ann Arbor,LEO LECTURER II,LSA Slavic Languages & Lit.,67690.73,8-Month,0.66,43252.24
Ann Arbor,STATISTICIAN LEAD,Biostatistics Department,105533,12-Month,0.6,0
Ann Arbor,CARDIAC SONO NON-INVASIVE TECH,MM Echocardio Technical,81355.23,12-Month,1,0
Ann Arbor,NETWORK PLANNING ANALYST INTER,ITS Infra Net Dir of Ops,73399,12-Month,1,0
Ann Arbor,PHYSICAL THERAPIST,MM Acute Care Team,102979.79,12-Month,1,0
Ann Arbor,ASST PROFESSOR,EECS - CSE Division,129500,9-Month,1,129500
Ann Arbor,GME PROGRAM ADMIN SENIOR,MM Emergency Med Education,84777.09,12-Month,1,0
Ann Arbor,HOUSE OFFICER I,MM H.O. Pediatrics Core,70000,12-Month,1,0
Ann Arbor,ADMIN SPECIALIST INTER HEALTH,MM BRCF Metabolomics Core,79949.7,12-Month,1,0
Ann Arbor,CASE MANAGER,Risk Management,81933.08,12-Month,1,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM OH Care Mgt,43568.38,12-Month,1,0
Ann Arbor,TREASURY ANALYST INTERMEDIATE,Treasurer's Office,65520,12-Month,1,0
Ann Arbor,PA MEDICAL SPECIALTY,MM Maize Cancer Center,156157,12-Month,1,0
Ann Arbor,TRUST & ANNUITY SERVICES ADMIN,Planned Giving,94516,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL A,MM UH CVC 8C,79580.8,12-Month,0.9,0
Ann Arbor,BUYER INTERMEDIATE,MM Facilities,67800.75,12-Month,1,0
Ann Arbor,ELECT/ELECTRN DSGNR/DFTR SR,Space Physics Research Lab,89118,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Nsg Clin Support Vast,105684.8,12-Month,0.8,0
Ann Arbor,IT PLANNING MANAGER,MM Int Med-Nephrology,113300,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,LSA Statistics,65000,12-Month,1,65000
Ann Arbor,CLINICAL INSTRUCTOR,MM Int Med-Pulm./Critical Care,118059,12-Month,0.25,0
Ann Arbor,RESEARCH AREA SPECIALIST SR,SRC-Psid,93000,12-Month,1,0
Ann Arbor,BUSINESS SYSTEMS ANALYST INTER,MM Facilities Administration,66768,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,MM Department of Radiology,76000,12-Month,1,0
Ann Arbor,ENGINEER IN RESEARCH SENIOR,UMTRI-Biosciences,90066,12-Month,1,0
Ann Arbor,RECEPTIONIST,MI Dining - Administration,32448,12-Month,1,0
Ann Arbor,OPHTHALMIC TECHNICIAN SENIOR,MM KEC Glaucoma,57018.37,12-Month,1,0
Ann Arbor,SR BILL CLK/PAT ACCT REP HLTH,MM Rev Cycle (PTO),58024.52,12-Month,1,0
Ann Arbor,NON CERTIFIED ORTHO/PROST TECH,MM Orthotics&Prosthetics Ctr,42079.96,12-Month,1,0
Ann Arbor,REGISTERED DIETITIAN NUTRITION,MM UMMG Registered Dietitians,57193.62,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL E,MM Oper Rooms - Univ Hospital,105643.2,12-Month,0.9,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 8W,79726.4,12-Month,0.8,0
Ann Arbor,GROUNDSKEEPER II,Grounds Services,50440,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Emergency Department,81244.8,12-Month,0.9,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 5D,102107.2,12-Month,0.9,0
Ann Arbor,LEO INTERMITTENT LECTURER,Urban Planning,60000,8-Month,0.5,28750
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Post Anes Care Unit - UH,116563.2,12-Month,1,0
Ann Arbor,ADMIN SPECIALIST INTER HEALTH,MM Offc for Hlt Eqty & Incl,77829.8,12-Month,1,0
Ann Arbor,HOUSE OFFICER VI,MM H.O. Surgery Core,85166,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,PHARMACY Medicinal Chemistry,56484,12-Month,1,0
Ann Arbor,RESEARCH LABORATORY TECH SR,MM Emergency Medicine Research,40499.94,12-Month,1,0
Ann Arbor,CLINICAL PHARMACIST,MM CGC Infusion Pharmacy,150925.28,12-Month,1,0
Ann Arbor,PLAC/CAREER SVC ASSOC DIR UNIT,Law School,83488,12-Month,1,83488
Ann Arbor,HOUSE OFFICER I,MM H.O. Internal Medicine,70000,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 5D,123448,12-Month,0.75,0
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,40040,12-Month,1,0
Ann Arbor,DENTAL HYGIENIST,"DENTCariology,Restor Sci &Endo",69824.07,12-Month,0.75,0
Ann Arbor,SOCIAL WORKER MSW,MM Soc Wrk - Adm & Guest Suprt,71113.23,12-Month,1,0
Ann Arbor,COMMUNICATIONS SPECIALIST,SRC-Center for Inequality Dyam,92000,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST ASSOC,MM Neurology Department,42000,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL D,MM CW 12E,130145.6,12-Month,0.9,0
Ann Arbor,APP PROGRAMMER/ANALYST SR,Life Sciences Institute-Admin,107343.46,12-Month,1,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Urology,94000,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST ASSOC,MM Int Med-Genetic Medicine,44000,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM CW Children's Emergency Svc,43022.07,12-Month,0.8,0
Ann Arbor,CUSTODIAN II,Student Life Facilities North,41371.2,12-Month,1,0
Ann Arbor,WEB DESIGNER/ADMINISTRATOR SR,MM Comp Med and Bioinformatics,82427.79,12-Month,1,82427.79
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM Livonia Clinic Main,48974.19,12-Month,1,0
Ann Arbor,MEDICAL TECHNOLOGIST,MM Cytogenetics Lab,66235.99,12-Month,1,0
Ann Arbor,APP PROGRAMMER/ANALYST SR,MM HITS AcadIT SW Deliv Admin,95795.15,12-Month,1,0
Ann Arbor,ADMINISTRATIVE ASSISTANT INTER,EECS - ECE Division,46915,12-Month,1,46915
Ann Arbor,MEDICAL ASSISTANT ASSOCIATE,MM Dominos Allergy Clinic,48149.64,12-Month,1,0
Ann Arbor,MSK TECHNOLOGIST,MM - Northville RAD,102937.89,12-Month,0.5,0
Ann Arbor,HOSPITAL COOK II,Patient Food Service AH,45115.2,12-Month,0.81,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 11W,88982.4,12-Month,0.5,0
Ann Arbor,FACILITIES ASSISTANT,School of Nursing,44000.06,12-Month,1,44000
Ann Arbor,UNIT CUSTODIAN,MM CW Environmental Svs-MN,40040,12-Month,1,0
Ann Arbor,EMERGENCY SERVICES TECHNICIAN,MM CW Children's Emergency Svc,41170.23,12-Month,0.9,0
Ann Arbor,ASSOC PROFESSOR,Biostatistics Department,133155,9-Month,1,54593.55
Ann Arbor,PROJECT ENGINEER INTERMEDIATE,MM HITS EI Complex Dvc Int Svc,70555,12-Month,1,0
Ann Arbor,CALL CENTER REP INTER,MM Contact Center-OB/Gynecolog,46322.44,12-Month,1,0
Ann Arbor,CUSTOMER SERVICE SUPERVISOR,Transportation Services,67850.5,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,LSA Philosophy,61800,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL D,MM East Ann Arbor Oper Room,104457.6,12-Month,1,0
Ann Arbor,ADMINISTRATIVE ASSISTANT SR,ROSS SCH Faculty Support,53111.97,12-Month,1,53111.97
Ann Arbor,ASSOC PROFESSOR,MM Anesthesiology Department,143079.81,12-Month,0.5,46500.94
Ann Arbor,PROFESSOR,LSA Mathematics,165127,9-Month,0.5,82563.02
Ann Arbor,PARKING MAINTENANCE WORKER I,Univ Parking Svcs-Central Camp,50440,12-Month,1,0
Ann Arbor,ADMINISTRATIVE SPECIALIST,SRC-Center for Inequality Dyam,74880,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 12W,98633.6,12-Month,0.9,0
Ann Arbor,STUDENT ADMIN ASST INTER,LSA History,46800.02,12-Month,1,46800.02
Ann Arbor,ACCOUNTS PAYABLE INTER SUPR,Shared Services Center - FIN,64850,12-Month,1,64850
Ann Arbor,PROFESSOR,LSA Mathematics,207207,9-Month,1,207207
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Northville Medical Proced,123448,12-Month,0.9,0
Ann Arbor,ALLIED HEALTH INTERMEDIATE SUP,MM Pathology Satellite Supp,69962.75,12-Month,1,0
Ann Arbor,WEB DESIGNER/ADMINISTRATOR SR,Stamps School of Art & Design,96720,12-Month,1,96720
Ann Arbor,STUDENT AFFAIRS PROGRAM MGR,Fraternity & Sorority Life,61930,12-Month,1,31584.3
Ann Arbor,NP MEDICAL SPECIALTY,MM East AnnArborHealth Center,182182,12-Month,0.25,0
Ann Arbor,SR ASSOC LIBR LEO-GLAM,Library Collect - Preservation,82213.54,12-Month,1,82213.54
Ann Arbor,INTERNATIONAL SERVICES REP,International Center,57200,12-Month,1,50050
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM CMC Clinics Core,45497.35,12-Month,1,0
Ann Arbor,BI ANALYST ASSOCIATE,Law School,53803,12-Month,1,53803
Ann Arbor,REGISTERED NURSE - LEVEL A,MM CW 8W,75608,12-Month,0.9,0
Ann Arbor,MEETING/EVENT COORD NON PROFIT,MM Development - Events,44800.08,12-Month,1,0
Ann Arbor,PROFESSOR,"School of Music,Theatre&Dance",125373,12-Month,1,125373
Ann Arbor,ADMIN SPECIALIST ASSOC HEALTH,MM Soc Wrk - Adm & Guest Suprt,55073.34,12-Month,1,0
Ann Arbor,GUEST SERVICES SPECIALIST,DPSS MI MEDICINE GUEST SERVICE,46848.62,12-Month,1,0
Ann Arbor,STEAMFITTER,North Campus Region,96324.8,12-Month,1,0
Ann Arbor,ADMIN SPECIALIST ASSOC HEALTH,MM Obstetrics & Gynecology Dpt,55512.65,12-Month,1,0
