CAMPUS,APPOINTMENT_TITLE,APPOINTING_DEPT,APPT_ANNUAL_FTR,APPT_FTR_BASIS,APPT_FRACTION,AMT_OF_SALARY_PAID_FROM_GENL_FUND
Ann Arbor,DESKTOP SUPPORT SPECIALIST SR,ITS SS MiWorkspace,83116.00,12-Month,1,0
Ann Arbor,RESEARCH ADMINISTRATION ASSOC,MM Kresge Hearing Resrch Inst,65983.06,12-Month,1,46188.10
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10W,81099.20,12-Month,0.9,0
Ann Arbor,LABORATORY/CLASSROOM SVCS TECH,CoE Wilson Stu Team Proj Ctr,46800.00,12-Month,1,46800.00
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,MM Chief of Clinical Affairs,96846.52,12-Month,1,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 4C,35984.00,12-Month,0.6,0
Ann Arbor,HORTICULTURE/FORESTRY SPEC,Grounds Services,67880.21,12-Month,1,67880.21
Ann Arbor,ASST PROFESSOR,MM Int Med-Hospital Medicine,198550.00,12-Month,1,58840.29
Ann Arbor,PATIENT CARE TECH ASSISTANT,MM Oper Rooms - Univ Hospital,33770.10,12-Month,0.9,0
Ann Arbor,MRI TECHNOLOGIST,MM CW Radiology C & W,81877.34,12-Month,1,0
Ann Arbor,APP PROGRAMMER/ANALYST INTER,SRO Technical Services,78150.00,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,Chemical Engineering Dept,56340.00,12-Month,1,56340.00
Ann Arbor,REGISTERED NURSE - LEVEL A,MM UH CVC 8C,75088.00,12-Month,0.9,0
Ann Arbor,PHYSICAL THERAPIST ASSISTANT,MM Wheelchair Seating Service,76061.33,12-Month,1,0
Ann Arbor,ASST PROFESSOR,DENT Prosthodontics,115260.00,12-Month,1,92208.00
Ann Arbor,RESPIRATORY THER SR,MM Resp/Cardiov Svcs,86254.15,12-Month,1,0
Ann Arbor,CLINICAL INFO ANALYST SR,MM Obstetrics & Gynecology Dpt,88500.00,12-Month,1,0
Ann Arbor,APPLICATIONS PROGRAMMER SENIOR,MM GSA - Administrtn (GSA/ADM),93117.24,12-Month,1,0
Ann Arbor,RES MUSEUM COLLECTION MANAGER,LSA Kelsey Museum of Arch,63305.26,12-Month,1,31652.63
Ann Arbor,HOUSE OFFICER II,MM H.O. Emergency Med Core,67306.00,12-Month,1,0
Ann Arbor,DESKTOP SUPPORT SPEC INTER,Merit Network,59999.94,12-Month,1,0
Ann Arbor,RESEARCH INVESTIGATOR,MM Pathology Department,70320.00,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 8D,83948.80,12-Month,0.9,0
Ann Arbor,CALL CENTER REP INTER,MM Contact Center-Neuro/Sleep,47765.68,12-Month,1,0
Ann Arbor,CLINICAL PHARMACIST SPECIALIST,MM HITS CRC Med Use/CDS,155803.57,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM East Ann Arbor MPC,116459.20,12-Month,1,0
Ann Arbor,MEDICAL ASSISTANT ASSOCIATE,MM Med Inn Sleep Clinic,42877.90,12-Month,1,0
Ann Arbor,ADVANCED IMAGE PROCESSING SPEC,MM Radiology UH,82087.76,12-Month,1,0
Ann Arbor,ADMINISTRATIVE ASSISTANT INTER,Museum of Art,45720.00,12-Month,1,25146.00
Ann Arbor,PROFESSOR,MM Cell & Developmntl Biology,256709.00,12-Month,1,161767.74
Ann Arbor,REGISTERED NURSE - LEVEL D,MM CW 10E,95284.80,12-Month,0.9,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM BCSC PACU/Short Stay,116459.20,12-Month,0.9,0
Ann Arbor,MEDICAL ASSISTANT,MM Northville CMC,40824.83,12-Month,1,0
Ann Arbor,FINANCIAL SPECIALIST SENIOR,Biomedical Engineering,83430.00,12-Month,1,83430.00
Ann Arbor,FINANCIAL AID ADMIN SENIOR,OFA Office of Financial Aid,54080.00,12-Month,1,54080.00
Ann Arbor,GME PROGRAM ADMIN SENIOR,MM Int Med-Cardiology,81122.12,12-Month,1,0
Ann Arbor,APPREN HVAC-R MECHANIC,Central Campus W Region,60278.40,12-Month,1,60278.40
Ann Arbor,DATA ENTRY ASSOCIATE SUPR,OUA Processing,54999.88,12-Month,1,55000.00
Ann Arbor,ADMIN COORD/PROJECT COORD,MM OMSE Curriculum Srvs Gen.,50159.90,12-Month,1,0
Ann Arbor,ASST TO THE DEAN OR VP SR,ISR-Director's Office,89145.00,12-Month,1,0
Ann Arbor,MAINTENANCE MECHANIC III,Central Campus E Region,59321.60,12-Month,1,59321.60
Ann Arbor,NP GENERAL MEDICAL TIER 1,Health Svc Clinic Operations,113655.28,12-Month,0.8,0
Ann Arbor,CLINICAL ASST PROF,MM Emergency Medicine UM Adult,225000.00,12-Month,1,0
Ann Arbor,COMPENSATION ANALYST INTER,MM Human Resources,74039.84,12-Month,1,0
Ann Arbor,RESEARCH AREA SPECIALIST ASSOC,MM Int Med-Hospital Medicine,46860.27,12-Month,1,0
Ann Arbor,EEG TECHNOLOGIST - NONREGISTER,MM CW Pediatric Epilepsy,60610.02,12-Month,1,0
Ann Arbor,CLINICAL TECHNOLOGIST SENIOR,MM Molecular Diagnostics,95565.25,12-Month,1,0
Ann Arbor,ADMIN MANAGER SR HEALTHCARE,MM Quality - PopHealth&Chronic,127490.00,12-Month,1,0
Ann Arbor,PROFESSOR,MM Transplant Surgery (STX),250000.00,12-Month,1,0
Ann Arbor,TECHNICAL TRAINER,MM HITS BusIT LDD Blue,81011.54,12-Month,1,0
Ann Arbor,CUSTODIAN I,Building Services,37627.20,12-Month,1,37627.20
Ann Arbor,ADMIN SPECIALIST SENIOR HEALTH,MM Obstetrics & Gynecology Dpt,89206.54,12-Month,1,0
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,MM CW Ped Plast/Oral Surg LVL3,102000.00,12-Month,1,0
Ann Arbor,CARPENTER,MM Construction Services,91728.00,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH TECHNICIAN,MM Anesthesiology Department,52931.24,12-Month,1,0
Ann Arbor,COMPLIANCE AUDITOR SR,MM Compliance,109725.00,12-Month,1,0
Ann Arbor,SR BILL CLK/PAT ACCT REP HLTH,MM Rev Cycle (PTO),47457.02,12-Month,1,0
Ann Arbor,ACCOUNTING CLERK INTERMEDIATE,Continuing Legal Education Ins,47840.00,12-Month,1,0
Ann Arbor,CLINICAL PROFESSOR,MM Anesthesiology Department,251750.00,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL D,MM CW 8W,120452.80,12-Month,0.8,0
Ann Arbor,SOCIAL WORKER MSW,MM Soc Wrk - Adm & Guest Suprt,73781.68,12-Month,1,0
Ann Arbor,HOSPITAL COOK II,MM CW Food Procure/Production,43804.80,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM Taubman Neurology,41582.06,12-Month,1,0
Ann Arbor,CHILD LIFE SPECIALIST INTER,MM CW Child & Family Life,54767.41,12-Month,1,0
Ann Arbor,KEY OFFICE SUPERVISOR,DPSS MI MEDICINE SECURITY SERV,78000.00,12-Month,1,0
Ann Arbor,ADMISSIONS ASSOCIATE DIR UNIT,CoE Office of Student Affairs,93325.00,12-Month,1,93325.00
Ann Arbor,CLIN CARE COORD MASTERY-NE,MM CW Ped Multi - Spec FL8,122324.80,12-Month,0.6,0
Ann Arbor,MULTIFUNCTION SVCS INTER SUPR,MM Operating Rooms - CVC,62981.58,12-Month,1,0
Ann Arbor,OR INSTRUMENT PROCESSOR I,MM EAA CSPD,45884.80,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 9C,116459.20,12-Month,0.8,0
Ann Arbor,COLLECTION INTERVIEWER,DENT Dental Business Office,46818.02,12-Month,1,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Ophthal. & Visual Science,58000.00,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL E,MM UH CVC CSR Adult,122324.80,12-Month,1,0
Ann Arbor,MAINTENANCE MECHANIC II,MM Maintenance,54537.60,12-Month,1,0
Ann Arbor,CLINICAL PROFESSOR,MM Pediatrics-Cardiology,248282.00,12-Month,0.6,1489.69
Ann Arbor,LEO LECTURER I,LSA English Language & Lit.,56733.46,8-Month,0.33,18309.36
Ann Arbor,LEO LECTURER I,LSA UG: Residential College,56733.42,8-Month,0.33,18309.36
Ann Arbor,PATIENT REGISTRATION SPEC,MM Rev Cycle (PTO),35784.06,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Psychiatry Department,200850.00,12-Month,1,4017.00
Ann Arbor,MEDICAL TECHNOLOGIST,MM Path Hemo/Coag Unit Uh,72611.83,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-Hematology/Oncology,225000.00,12-Month,1,0
Ann Arbor,ASSOCIATE CHAIR,Industrial & Operations Engin,163500.00,9-Month,0.2,32700.00
Ann Arbor,PROFESSOR,Industrial & Operations Engin,163500.00,9-Month,0.8,130800.00
Ann Arbor,LEO LECTURER I,"School of Music,Theatre&Dance",62331.28,8-Month,0.25,15090.72
Ann Arbor,BUS DEVELOPMENT INTER SUPR,Michigan Language Assessment,100000.00,12-Month,1,0
Ann Arbor,HOUSE OFFICER III,MM H.O. Otolaryngology Core,70671.00,12-Month,1,0
Ann Arbor,LEO INTERMITTENT LECTURER,SOE-Educational Studies,51000.00,8-Month,0.5,24694.72
Ann Arbor,HOUSE OFFICER III,MM H.O. Anesthesiology,70671.00,12-Month,1,0
Ann Arbor,ALLIED HEALTH INTERMEDIATE SUP,MM Flow Cytometry Lab,94550.00,12-Month,1,0
Ann Arbor,ASST RES SCIENTIST,CoE CFE Educational Programs,77625.00,12-Month,1,0
Ann Arbor,FINANCIAL ASSOCIATE MANAGER,ROSS SCH Finance Office,84544.46,12-Month,1,84544.46
Ann Arbor,MAJOR GIFTS OFFICER SENIOR,G. Ford Sc Pub Pol,120305.00,12-Month,1,102259.25
Ann Arbor,EXECUTIVE SECRETARY,School of Information,68544.00,12-Month,1,68544.00
Ann Arbor,PROFESSOR,Mechanical Engineering,197000.00,9-Month,1,98500.00
Ann Arbor,RESEARCH AREA SPECIALIST LEAD,Poverty Solutions at U-M,88000.00,12-Month,1,0
Ann Arbor,ASSOC RES SCIENTIST,MM Int Med-Pulm./Critical Care,107446.00,12-Month,1,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 8D,35963.20,12-Month,0.9,0
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM UH CVC Nsg CVC Admin,46748.16,12-Month,1,0
Ann Arbor,STAFF SPECIALIST HLTH,MM Nsg OH Prof Dev and Ed,124836.47,12-Month,1,0
Ann Arbor,LABORATORY SUPERVISOR,Special Chemistry Immunology,100286.27,12-Month,1,0
Ann Arbor,ANIMAL TECHNICIAN SENIOR,MM Lab Animal Medicine Unit,49042.94,12-Month,1,0
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,40164.80,12-Month,1,0
Ann Arbor,FOOD SVC WORKER I,MI Dining - Administration,36337.60,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,LSA MI Humanities Collab.,55000.00,12-Month,1,55000.00
Ann Arbor,STOCKKEEPER II,MM Mat'l Mgmt-Specialty Stckng,45884.80,12-Month,0.5,0
Ann Arbor,STUDENT ADMIN ASST INTER,LSA Mathematics,44500.04,12-Month,1,44500.00
Ann Arbor,REGISTERED NURSE - LEVEL C,MM KEC PACU,116459.20,12-Month,1,0
Ann Arbor,RESEARCH AREA SPECIALIST LEAD,COE EECS - ECE Division,95433.00,12-Month,0.65,0
Ann Arbor,ADMIN SPECIALIST ASSOC HEALTH,MM Transplant Surgery (STX),55494.73,12-Month,1,0
Ann Arbor,RESEARCH AREA SPECIALIST SR,SRC -  Youth Policy Lab,74932.00,12-Month,0.5,0
Ann Arbor,ACADEMIC PROGRAM SPECIALIST,DENT Pre-Doctoral Studies,58054.41,12-Month,1,58054.41
Ann Arbor,PA MEDICAL SPECIALTY,MM Pod D GI Lumin Tech,126764.00,12-Month,0.8,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM CW Radiology C & W,40830.26,12-Month,1,0
Ann Arbor,THEATRE ARTISAN/TECHNICIAN,SMTD University Productions,49784.00,12-Month,1,49784.00
Ann Arbor,PUBLIC RELATIONS REP LEAD,Michigan News,105134.44,12-Month,1,105134.44
Ann Arbor,ADMIN COORD/PROJECT COORD,ROSS SCH One-Year Masters Pro,49919.90,12-Month,1,49920.00
Ann Arbor,EVIDENCE/RECORDS COORDINATOR,DPSS U of M Police Dept,53040.04,12-Month,1,0
Ann Arbor,PHYSICAL THER CLIN SPEC,MM Spine Physical-Occ Therapy,121274.47,12-Month,0.6,0
Ann Arbor,LIBRARY DIRECTOR DEPARTMENT,Clements Library,191318.00,12-Month,1,191318.00
Ann Arbor,NURSING SUPERVISOR,MM Adult Emergency Services,113279.31,12-Month,1,0
Ann Arbor,ASSOC PROFESSOR,PHARMACY Clinical Pharmacy,155171.00,12-Month,1,139653.90
Ann Arbor,INTERPRETER HEALTHCARE,MM Interpreters Program,52035.17,12-Month,0.9,0
Ann Arbor,ASST PROFESSOR,School of Information,128930.00,9-Month,1,128930.00
Ann Arbor,SPEECH & LANGUAGE PATHOLOGIST,MM Otolaryngology - Tech,92236.93,12-Month,1,0
Ann Arbor,BI ANALYST INTERMEDIATE,MM HITS EDIS Ent Info Delivery,84252.00,12-Month,1,0
Ann Arbor,GUEST SERVICES SPECIALIST,DPSS MI MEDICINE GUEST SERVICE,40915.42,12-Month,1,0
Ann Arbor,LEO LECTURER IV,LSA Germanic Languages & Lit.,78105.24,9-Month,1,78105.24
Ann Arbor,ASSISTANT DIRECTOR,"Rackham Adm, Acad Rec, & Disst",90286.24,12-Month,1,90286.24
Ann Arbor,CLINICAL INSTRUCTOR,MM Int Med-Hospital Medicine,209000.00,12-Month,1,0
Ann Arbor,NURSING SUPERVISOR,MM Med Proc Unit - Tech,96824.00,12-Month,1,0
Ann Arbor,USER INTERFACE DESIGN ENG INTR,Center for Academic Innovation,74880.00,12-Month,1,0
Ann Arbor,MKTG COMMUNICATIONS SPECIALIST,"School of Music,Theatre&Dance",67037.00,12-Month,1,67037.00
Ann Arbor,RESEARCH FELLOW,MM Obstetrics & Gynecology Dpt,53760.00,12-Month,1,0
Ann Arbor,PROFESSOR,Law School,260000.00,9-Month,1,260000.00
Ann Arbor,HR BUSINESS PARTNER HEALTHCARE,MM Human Resources,116141.86,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST LEAD,MM Dermatology Department,77061.60,12-Month,1,0
Ann Arbor,ADJUNCT CLIN ASST PROFESSOR,"DENTCariology,Restor Sci &Endo",62976.00,12-Month,0.2,12595.20
Ann Arbor,GME PROGRAM ADMIN SENIOR,MM Int Med-Infectious Diseases,73672.50,12-Month,1,0
Ann Arbor,ATHLETIC TRAINER,MM Medsport Dominos Neuro,56852.80,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 4C,76273.60,12-Month,0.6,0
Ann Arbor,HOUSE OFFICER I,MM H.O. Family Medicine,64101.00,12-Month,1,0
Ann Arbor,CHIEF HEALTH OFFICER,Office of the President,472500.00,12-Month,0.5,236250.00
Ann Arbor,STUDENT AFFAIRS AVP,Health Service,366765.74,12-Month,0.5,0
Ann Arbor,CLINICAL ASSOC PROF,MM Obstetrics & Gynecology Dpt,269112.00,12-Month,0.21,3924.86
Ann Arbor,STAFF PHYSICIAN,Health Svc Clinic Operations,269112.26,12-Month,0.6,0
Ann Arbor,PHARMACY TECHNICIAN SENIOR,MM HomeMed Pharmacy Infusion,57615.07,12-Month,0.7,0
Ann Arbor,STATISTICIAN SENIOR,"UMOR Cnslt Stat,Comp&Anlyt Res",92284.00,12-Month,1,49833.36
Ann Arbor,ASSOC RES SCIENTIST,Mechanical Engineering,132338.00,12-Month,1,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Department of Radiology,81811.00,12-Month,1,0
Ann Arbor,PATIENT FINANCIAL COUNSELOR,MM Rev Cycle (PTO),70223.58,12-Month,0.8,0
Ann Arbor,REGISTERED NURSE - LEVEL D,MM CPU Central/Recovery,101940.80,12-Month,0.9,0
Ann Arbor,CONSTRUCTION SERVICES SR SUPR,Construction Services,90033.79,12-Month,1,0
Ann Arbor,ACADEMIC PROGRAM SPECIALIST,Center for Academic Innovation,49920.00,12-Month,0.5,24960.00
Ann Arbor,BUSINESS PROC CONSULTANT SR,ITS SS Service Support,94491.00,12-Month,1,94491.00
Ann Arbor,RESEARCH LAB SPECIALIST ASSOC,MM Pathology Department,47671.54,12-Month,1,0
Ann Arbor,LEO LECTURER IV,LSA UG: Residential College,72745.79,9-Month,1,72745.79
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Northville Medical Proced,116459.20,12-Month,1,0
Ann Arbor,MEDICAL ASSISTANT,MM MEND at Domino's Farms,38524.07,12-Month,1,0
Ann Arbor,MEDIA CONSULTANT,Library Learn&Teach-Connected,57913.21,12-Month,1,57913.22
Ann Arbor,CUSTODIAN II,MM Environmental Svcs-EVE,40164.80,12-Month,0.8,0
Ann Arbor,CLINICAL RESEARCH ASSISTANT,MM Pediatrics-Intensive Care,43799.13,12-Month,1,0
Ann Arbor,PROJECT SENIOR MANAGER,UMOR Office of VP for Research,97000.00,12-Month,1,97000.00
Ann Arbor,INPATIENT UNIT CLERK,MM UH CVC Clerical Svcs,37202.79,12-Month,0.8,0
Ann Arbor,HOUSE OFFICER II,MM H.O. Anesthesiology,67306.00,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,Life Sciences Institute-Admin,66268.80,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC Med Short Stay,116459.20,12-Month,0.9,0
Ann Arbor,BUS DEVELOPMENT INTER SUPR,ROSS SCH Ctr for Positive Orgs,82395.76,12-Month,0.5,0
Ann Arbor,DESKTOP SUPPORT SPEC INTER,MM HITS ETS DeviceOps-MCD,58853.21,12-Month,1,0
Ann Arbor,RESPIRATORY THERAPIST INTER,MM Resp/Cardiov Svcs,66206.50,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 4A,81099.20,12-Month,0.9,0
Ann Arbor,PROCUREMENT AGENT SENIOR,Strategic Contracts,80000.00,12-Month,1,0
Ann Arbor,STUDENT ADMINISTRATION MANAGER,SRC-Survey Methodology,97733.44,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL A,MM UH CVC 6C,75088.00,12-Month,0.9,0
Ann Arbor,PHYSICAL THERAPIST,MM Mich Visiting Nurse Assoc,108252.93,12-Month,1,0
Ann Arbor,MAJOR GIFTS OFFICER ASSOCIATE,School of Information,73000.00,12-Month,1,73000.00
Ann Arbor,BUSINESS SYSTEMS ANALYST LEAD,MM Access & Insights,96140.00,12-Month,1,0
Ann Arbor,FINANCIAL SPECIALIST INTER,LSA Finance: Modern Languages,62500.00,12-Month,1,62500.00
Ann Arbor,ADMINISTRATIVE DIR HEALTHCARE,MM Radiology Admin,121089.38,12-Month,1,0
Ann Arbor,PATIENT RELATIONS SPECIALIST,MM Patient Relations,59042.50,12-Month,1,0
Ann Arbor,NP MEDICAL SUBSPECIALTY TIER 2,MM HFT NP/PA Inpatient Team,152489.00,12-Month,0.86,0
Ann Arbor,CLINICAL ASSOC PROF,PHARMACY Clinical Pharmacy,157675.00,12-Month,1,31535.00
Ann Arbor,CLINICAL PHARMACIST,MM CGC Infusion Pharmacy,158481.57,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 8W,83948.80,12-Month,0.9,0
Ann Arbor,BUSINESS SYSTEMS ANALYST INTER,MM HITS EI Cont & Data Svcs,75000.00,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST INTER,MM Biological Chemistry Dept,52772.50,12-Month,1,0
Ann Arbor,INFORMATION RESOURCES MANAGER,Library Collect - Tech Service,77946.43,12-Month,1,77946.43
Ann Arbor,DESKTOP SUPPORT SPEC INTER,MM HITS ETS DeviceOps-RDS,67747.58,12-Month,1,0
Ann Arbor,STUDENT ADMIN ASST INTER,EECS - CSE Division,46500.00,12-Month,1,46500.00
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,40164.80,12-Month,1,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM CW Radiology C & W,44039.31,12-Month,1,0
Ann Arbor,PROFESSOR,LSA Mathematics,157054.00,9-Month,1,157054.00
Ann Arbor,CLINICAL PROFESSOR,"MM Metabolism, Endo & Diabetes",225000.00,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Dermatology Department,160000.00,12-Month,1,0
Ann Arbor,BUSINESS ADMINISTRATOR SENIOR,LSA Sociology,119793.00,12-Month,1,119793.00
Ann Arbor,FOOD SVC WORKER II,MM Patient Food Service,38875.20,12-Month,0.62,0
Ann Arbor,ADJUNCT CLIN ASST PROFESSOR,"DENTCariology,Restor Sci &Endo",55755.00,12-Month,0.1,5575.50
Ann Arbor,LEO ADJUNCT LECTURER,CoE CFE Educational Programs,51000.00,8-Month,0.2,9877.92
Ann Arbor,SOFTWARE DEVELOPER INTER,Duderstadt Ctr Emerging Tech,62750.00,12-Month,0.8,50200.00
Ann Arbor,BUSINESS SYSTEMS ANALYST SR,MM Pathology Informatics,81041.62,12-Month,1,0
Ann Arbor,UNIT CUSTODIAN,MM Environmental Svcs - DAYS,38875.20,12-Month,1,0
Ann Arbor,CLINICAL RESEARCH TECHNICIAN,MM Int Med-Pulm./Critical Care,53998.20,12-Month,1,0
Ann Arbor,RESEARCH TECH INTERMEDIATE,SRC - Youth & Social Issues,46999.94,12-Month,1,0
Ann Arbor,CLINICAL DOCUMENTATION SPEC,MM Rev Cycle (PTO),83769.46,12-Month,1,0
Ann Arbor,HVAC-R MECHANIC,Central Campus E Region,92726.40,12-Month,1,92726.40
Ann Arbor,APP PROGRAMMER/ANALYST LD,Library Info Tech-Dig Lib Apps,124414.16,12-Month,1,124414.16
Ann Arbor,ADMINISTRATIVE ASSISTANT INTER,Ofc Acad Multicultural Init,47489.00,12-Month,1,47489.00
Ann Arbor,PSYCHOLOGIST MA,MM CW Ped Multi - Spec FL8,68547.25,12-Month,0.75,0
Ann Arbor,PHLEBOTOMIST SPECIALIST,MM Pathology Satellite Supp,37703.12,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST INTER,MM GSA - Administrtn (GSA/ADM),59344.51,12-Month,1,0
Ann Arbor,FINANCIAL OR BUS ANALYST SR,Risk Management,74256.00,12-Month,1,0
Ann Arbor,ASSOC LIBRARIAN LEO-GLAM,Library Learn&Teach- P & I,70043.03,12-Month,1,70043.03
Ann Arbor,EXECUTIVE ASSISTANT SR HLTH,MM Education & Global Ini Adm,84978.88,12-Month,1,0
Ann Arbor,OS PROGRAMMER INTERMEDIATE,ITS DISC Services & Ops,72772.00,12-Month,1,18193.00
Ann Arbor,ASSOC PROFESSOR,MM Int Med-Cardiology,148468.00,12-Month,1,0
Ann Arbor,LEO LECTURER IV,LSA UG: Residential College,74847.46,9-Month,1,74847.46
Ann Arbor,COOK I,MI Dining - Administration,40164.80,12-Month,1,0
Ann Arbor,HOSPITAL COOK II,MM CW Food Procure/Production,43804.80,12-Month,0.87,0
Ann Arbor,RESEARCH FELLOW,MM MI Ctr - Global Hlth Equity,55224.00,12-Month,1,0
Ann Arbor,ADMIN SPECIALIST ASSOC HEALTH,MM Department of Pediatrics,64968.90,12-Month,1,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM Radiology UH,42723.98,12-Month,0.9,0
Ann Arbor,EXECUTIVE SECRETARY,LSA DAAS,60250.06,12-Month,1,60250.00
Ann Arbor,PROJECT SENIOR MANAGER,Strategic Resource Development,102000.00,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL A,MM Emergency Department,71323.20,12-Month,1,0
Ann Arbor,TECH SUPPORT ANALYST INTER,ITS SS Collaboration,70000.06,12-Month,1,70000.00
Ann Arbor,ADJUNCT CLINICAL INSTRUCTOR,DENT Dental Hygiene,44816.40,12-Month,0.1,4481.64
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM OH Care Mgt,50201.19,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL E,MM Int Med Clinic Nursing,124654.40,12-Month,1,0
Ann Arbor,CLERK ASSOCIATE,Shared Services Center - FIN,36400.00,12-Month,1,36400.00
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM Amb Care Admin,49421.69,12-Month,1,0
Ann Arbor,MEDICAL TECHNOLOGIST,Health Service Ancillary Svc,74467.27,12-Month,1,0
Ann Arbor,HOUSE OFFICER IV,MM H.O. Peds - Pulmonary,74205.00,12-Month,1,0
Ann Arbor,ACCTS PAYABLE CLERK ASSOCIATE,Shared Services Center - FIN,34999.90,12-Month,1,35000.00
Ann Arbor,EXECUTIVE SECRETARY,EECS - CSE Division,78199.94,12-Month,1,78200.00
Ann Arbor,TECHNICAL TRAINER,MM HITS BusIT LDD Maize,96512.58,12-Month,1,0
Ann Arbor,MAINTENANCE MECHANIC III,MM Maintenance,59321.60,12-Month,1,0
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,MM Psychiatry Admin-Central,94050.00,12-Month,1,0
Ann Arbor,CALL CENTER REP INTER,MM Radiology UH,43823.31,12-Month,1,0
Ann Arbor,ASST DEAN,DENT Academic Affairs,156005.32,12-Month,0.65,101403.46
Ann Arbor,CLINICAL ASST PROF,"DENTCariology,Restor Sci &Endo",156005.32,12-Month,0.15,23400.80
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 6D,116459.20,12-Month,0.9,0
Ann Arbor,OS PROGRAMMER SENIOR,CoE-IT/CAEN,95930.00,12-Month,1,95930.00
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM Anesthesiology Department,48081.39,12-Month,1,0
Ann Arbor,PHLEBOTOMIST,MM Path I/P Phlebotomy,36381.02,12-Month,0.8,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UMMG Primary Care Overhead,89918.40,12-Month,0.9,0
Ann Arbor,INTERPRETER HEALTHCARE,MM Interpreters Program,48567.73,12-Month,0.75,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM Oral Surg Med Inn Clinic,44593.12,12-Month,1,0
Ann Arbor,SYSTEMS ANALYSIS MANAGER,MM Ctr fr Translational Path.,117044.72,12-Month,1,0
Ann Arbor,HOUSE OFFICER VI,MM H.O. Neurology Epilepsy Flw,81811.00,12-Month,1,0
Ann Arbor,LABORATORY TECHNICIAN,MM Path Specimen Processing,40999.92,12-Month,1,0
Ann Arbor,SOCIAL WORKER MSW,MM Soc Wrk - Adm & Guest Suprt,69041.97,12-Month,1,0
Ann Arbor,ASST PROFESSOR,Mechanical Engineering,110240.00,9-Month,1,110240.00
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM Pm&R Emg,49064.67,12-Month,1,0
Ann Arbor,CLINICAL PROFESSOR,MM Int Med-Gastroenterology,225000.00,12-Month,1,0
Ann Arbor,SOCIAL WORK SUPERVISOR,MM Soc Wrk - Adm & Guest Suprt,91431.23,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 6B1,118788.80,12-Month,0.6,0
Ann Arbor,FOOD SVC WORKER II,MM Patient Food Service,38875.20,12-Month,0.87,0
Ann Arbor,PA SURGICAL SPECIALTY,MM Surgery Pre-Op Center,138759.00,12-Month,1,0
Ann Arbor,ASST PROFESSOR,"School of Music,Theatre&Dance",90000.00,9-Month,1,90000.00
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM CW Anesthesia CRNA - Mott,53623.80,12-Month,1,0
